Ticker
MMM
AOS
ABT
ABBV
ACN
ADBE
AMD
AES
AFL
A
APD
ABNB
AKAM
ALB
ARE
ALGN
ALLE
LNT
ALL
GOOGL
GOOG
MO
AMZN
AMCR
AEE
AEP
AXP
AIG
AMT
AWK
AMP
AME
AMGN
APH
ADI
AON
APA
APO
AAPL
AMAT
APP
APTV
ACGL
ADM
ARES
ANET
AJG
AIZ
T
ATO
ADSK
ADP
AZO
AVB
AVY
AXON
BKR
BALL
BAC
BAX
BDX
BRK.B
BBY
TECH
BIIB
BLK
BX
XYZ
BK
BA
BKNG
BSX
BMY
AVGO
BR
BRO
BF.B
BLDR
BG
BXP
CHRW
CDNS
CPT
CPB
COF
CAH
CCL
CARR
CVNA
CAT
CBOE
CBRE
CDW
COR
CNC
CNP
CF
CRL
SCHW
CHTR
CVX
CMG
CB
CHD
CI
CINF
CTAS
CSCO
C
CFG
CLX
CME
CMS
KO
CTSH
COIN
CL
CMCSA
FIX
CAG
COP
ED
STZ
CEG
COO
CPRT
GLW
CPAY
CTVA
CSGP
COST
CTRA
CRH
CRWD
CCI
CSX
CMI
CVS
DHR
DRI
DDOG
DVA
DAY
DECK
DE
DELL
DAL
DVN
DXCM
FANG
DLR
DG
DLTR
D
DPZ
DASH
DOV
DOW
DHI
DTE
DUK
DD
ETN
EBAY
ECL
EIX
EW
EA
ELV
EME
EMR
ETR
EOG
EPAM
EQT
EFX
EQIX
EQR
ERIE
ESS
EL
EG
EVRG
ES
EXC
EXE
EXPE
EXPD
EXR
XOM
FFIV
FDS
FICO
FAST
FRT
FDX
FIS
FITB
FSLR
FE
FISV
F
FTNT
FTV
FOXA
FOX
BEN
FCX
GRMN
IT
GE
GEHC
GEV
GEN
GNRC
GD
GIS
GM
GPC
GILD
GPN
GL
GDDY
GS
HAL
HIG
HAS
HCA
DOC
HSIC
HSY
HPE
HLT
HOLX
HD
HON
HRL
HST
HWM
HPQ
HUBB
HUM
HBAN
HII
IBM
IEX
IDXX
ITW
INCY
IR
PODD
INTC
IBKR
ICE
IFF
IP
INTU
ISRG
IVZ
INVH
IQV
IRM
JBHT
JBL
JKHY
J
JNJ
JCI
JPM
KVUE
KDP
KEY
KEYS
KMB
KIM
KMI
KKR
KLAC
KHC
KR
LHX
LH
LRCX
LW
LVS
LDOS
LEN
LII
LLY
LIN
LYV
LMT
L
LOW
LULU
LYB
MTB
MPC
MAR
MRSH
MLM
MAS
MA
MTCH
MKC
MCD
MCK
MDT
MRK
META
MET
MTD
MGM
MCHP
MU
MSFT
MAA
MRNA
MOH
TAP
MDLZ
MPWR
MNST
MCO
MS
MOS
MSI
MSCI
NDAQ
NTAP
NFLX
NEM
NWSA
NWS
NEE
NKE
NI
NDSN
NSC
NTRS
NOC
NCLH
NRG
NUE
NVDA
NVR
NXPI
ORLY
OXY
ODFL
OMC
ON
OKE
ORCL
OTIS
PCAR
PKG
PLTR
PANW
PSKY
PH
PAYX
PAYC
PYPL
PNR
PEP
PFE
PCG
PM
PSX
PNW
PNC
POOL
PPG
PPL
PFG
PG
PGR
PLD
PRU
PEG
PTC
PSA
PHM
PWR
QCOM
DGX
Q
RL
RJF
RTX
O
REG
REGN
RF
RSG
RMD
RVTY
HOOD
ROK
ROL
ROP
ROST
RCL
SPGI
CRM
SNDK
SBAC
SLB
STX
SRE
NOW
SHW
SPG
SWKS
SJM
SW
SNA
SOLV
SO
LUV
SWK
SBUX
STT
STLD
STE
SYK
SMCI
SYF
SNPS
SYY
TMUS
TROW
TTWO
TPR
TRGP
TGT
TEL
TDY
TER
TSLA
TXN
TPL
TXT
TMO
TJX
TKO
TTD
TSCO
TT
TDG
TRV
TRMB
TFC
TYL
TSN
USB
UBER
UDR
ULTA
UNP
UAL
UPS
URI
UNH
UHS
VLO
VTR
VLTO
VRSN
VRSK
VZ
VRTX
VTRS
VICI
V
VST
VMC
WRB
GWW
WAB
WMT
DIS
WBD
WM
WAT
WEC
WFC
WELL
WST
WDC
WY
WSM
WMB
WTW
WDAY
WYNN
XEL
XYL
YUM
ZBRA
ZBH
ZTS
AA
AAL
AAON
ACI
ACM
ADC
AFG
AGCO
AIT
ALGM
ALK
ALLY
ALV
AM
AMG
AMH
AMKR
AN
ANF
APG
APPF
AR
ARMK
ARW
ASB
ASGN
ASH
ATI
ATR
AVAV
AVNT
AVT
AVTR
AXTA
AYI
BAH
BBWI
BC
BCO
BDC
BHF
BILL
BIO
BJ
BKH
BLD
BLKB
BMRN
BRBR
BRKR
BRX
BSY
BURL
BWA
BWXT
BYD
CACI
CADE
CAR
CART
CASY
CAVA
CBSH
CBT
CCK
CDP
CELH
CFR
CG
CGNX
CHDN
CHE
CHH
CHRD
CHWY
CIEN
CIVI
CLF
CLH
CMA
CMC
CNH
CNM
CNO
CNX
CNXC
COHR
COKE
COLB
COLM
COTY
CPRI
CR
CRBG
CROX
CRS
CRUS
CSL
CUBE
CUZ
CVLT
CW
CXT
CYTK
DAR
DBX
DCI
DINO
DKS
DLB
DOCS
DOCU
DT
DTM
DUOL
DY
EEFT
EGP
EHC
ELAN
ELF
ELS
ENS
ENSG
ENTG
EPR
EQH
ESAB
ESNT
EVR
EWBC
EXEL
EXLS
EXP
EXPO
FAF
FBIN
FCFS
FCN
FFIN
FHI
FHN
FIVE
FLEX
FLG
FLO
FLR
FLS
FN
FNB
FND
FNF
FOUR
FR
FTI
FYBR
G
GAP
GATX
GBCI
GEF
GGG
GHC
GLPI
GME
GMED
GNTX
GPK
GT
GTLS
GTM
GWRE
GXO
H
HAE
HALO
HGV
HIMS
HL
HLI
HLNE
HOG
HOMB
HQY
HR
HRB
HWC
HXL
IBOC
IDA
ILMN
INGR
IPGP
IRT
ITT
JAZZ
JEF
JHG
JLL
KBH
KBR
KD
KEX
KMPR
KNF
KNSL
KNX
KRC
KRG
KTOS
LAD
LAMR
LEA
LECO
LFUS
LITE
LIVN
LNTH
LOPE
LPX
LSCC
LSTR
M
MANH
MASI
MAT
MEDP
MIDD
MKSI
MLI
MMS
MORN
MP
MSA
MSM
MTDR
MTG
MTN
MTSI
MTZ
MUR
MUSA
MZTI
NBIX
NEU
NFG
NJR
NLY
NNN
NOV
NOVT
NSA
NTNX
NVST
NVT
NWE
NXST
NXT
NYT
OC
OGE
OGS
OHI
OKTA
OLED
OLLI
OLN
ONB
ONTO
OPCH
ORA
ORI
OSK
OVV
OZK
PAG
PATH
PB
PBF
PCH
PCTY
PEGA
PEN
PFGC
PII
PINS
PK
PLNT
PNFP
POR
POST
PPC
PR
PRI
PSN
PSTG
PVH
QLYS
R
RBA
RBC
REXR
RGA
RGEN
RGLD
RH
RLI
RMBS
RNR
ROIV
RPM
RRC
RRX
RS
RYAN
RYN
SAIA
SAIC
SAM
SATS
SBRA
SCI
SEIC
SF
SFM
SGI
SHC
SIGI
SLAB
SLGN
SLM
SMG
SNX
SON
SPXC
SR
SSB
SSD
ST
STAG
STRL
STWD
SWX
SYNA
TCBI
TEX
THC
THG
THO
TKR
TLN
TMHC
TNL
TOL
TREX
TRU
TTC
TTEK
TWLO
TXNM
TXRH
UBSI
UFPI
UGI
ULS
UMBF
UNM
USFD
UTHR
VAL
VC
VFC
VLY
VMI
VNO
VNOM
VNT
VOYA
VVV
WAL
WBS
WCC
WEX
WFRD
WH
WHR
WING
WLK
WMG
WMS
WPC
WSO
WTFC
WTRG
WTS
WWD
XPO
XRAY
YETI
ZION
